chr	start	end	gene	score	strand	line1_count
chr14	100901722	100905722	RTL1	0	-	1
chr14	101759708	101763708	PPP2R5C	0	+	0
chr14	101962572	101966572	DYNC1H1	0	+	1
chr14	102360940	102364940	TECPR2	0	+	0
chr14	102775448	102779448	TRAF3	0	+	0
chr14	103560959	103564959	COA8	0	+	0
chr14	104134453	104138453	KIF26A	0	+	0
chr14	104793759	104797759	AKT1	0	-	0
chr14	105298562	105302562	PACS2	0	+	4
chr15	22771062	22775062	NIPA1	0	+	1
chr15	22836643	22840643	NIPA2	0	+	0
chr15	23563673	23567673	MKRN3	0	+	3
chr15	23645867	23649867	MAGEL2	0	-	0
chr15	23685305	23689305	NDN	0	-	2
chr15	24673774	24677774	NPAP1	0	+	0
chr15	24821636	24825636	SNRPN	0	+	1
chr15	25437051	25441051	UBE3A	0	-	0
chr15	25863184	25867184	ATP10A	0	-	0
chr15	26864910	26868910	GABRA5	0	+	0
chr15	26937539	26941539	GABRB3	0	-	0
chr15	28097315	28101315	OCA2	0	-	0
chr15	28320179	28324179	HERC2	0	-	2
chr15	31324834	31328834	KLF13	0	+	0
chr15	31868789	31872789	OTUD7A	0	-	2
chr15	31921437	31925437	CHRNA7	0	+	4
chr15	33308961	33312961	RYR3	0	+	0
chr15	34336060	34340060	SLC12A6	0	-	0
chr15	37099299	37103299	MEIS2	0	-	0
chr15	38250835	38254835	SPRED1	0	+	0
chr15	40159022	40163022	BUB1B	0	+	0
chr15	40380720	40384720	KNSTRN	0	+	1
chr15	40403484	40407484	IVD	0	+	0
chr15	40592019	40596019	KNL1	0	+	0
chr15	40927339	40931339	DLL4	0	+	0
chr15	43367220	43371220	TUBGCP4	0	+	0
chr15	44193271	44197271	FRMD5	0	-	0
chr15	44661688	44665688	SPG11	0	-	0
chr15	45400327	45404327	GATM	0	-	0
chr15	45400335	45404335	AFG2B	0	+	0
chr15	45629147	45633147	SQOR	0	+	0
chr15	48176437	48180437	SLC12A1	0	+	0
chr15	48809146	48813146	CEP152	0	-	1
chr15	50906671	50910671	AP4E1	0	+	0
chr15	51620833	51624833	DMXL2	0	-	0
chr15	52189392	52193392	GNB5	0	-	3
chr15	52527132	52531132	MYO5A	0	-	0
chr15	55316959	55320959	PIGB	0	+	0
chr15	55317113	55321113	RAB27A	0	-	0
chr15	56243082	56247082	RFX7	0	-	0
chr15	61227302	61231302	RORA	0	-	0
chr15	63831948	63835948	HERC1	0	-	0
chr15	65027639	65031639	MTFMT	0	-	2
chr15	66384836	66388836	MAP2K1	0	+	2
chr15	68255211	68259211	CLN6	0	-	0
chr15	68275744	68279744	FEM1B	0	+	0
chr15	72116577	72120577	MYO9A	0	-	0
chr15	72374420	72378420	HEXA	0	-	1
chr15	72684185	72688185	BBS4	0	+	0
chr15	73366958	73370958	HCN4	0	-	0
chr15	75453842	75457842	SIN3A	0	-	0
chr15	75901875	75905875	FBXO22	0	+	3
chr15	76903444	76907444	SCAPER	0	-	0
chr15	77818900	77822900	LINGO1	0	-	0
chr15	78075724	78079724	TBC1D2B	0	-	3
chr15	78435430	78439430	IREB2	0	+	0
chr15	79895379	79899379	MTHFS	0	-	0
chr15	80402349	80406349	ARNT2	0	+	0
chr15	82708112	82712112	AP3B2	0	-	0
chr15	84652343	84656343	WDR73	0	-	0
chr15	84746591	84750591	ZNF592	0	+	0
chr15	89332861	89336861	POLG	0	-	1
chr15	89661086	89665086	KIF7	0	-	3
chr15	90100477	90104477	IDH2	0	-	0
chr15	92884202	92888202	CHD2	0	+	0
chr15	94229537	94233537	MCTP2	0	+	0
chr15	100917326	100921326	LRRK1	0	+	0
chr15	101650391	101654391	TM2D3	0	-	0
chr16	136677	140677	NPRL3	0	-	4
chr16	564994	568994	PIGQ	0	+	0
chr16	678223	682223	STUB1	0	+	0
chr16	724954	728954	CCDC78	0	-	0
chr16	1151102	1155102	CACNA1H	0	+	0
chr16	1491343	1495343	TELO2	0	+	0
chr16	1610072	1614072	IFT140	0	-	0
chr16	1771150	1775150	MRPS34	0	-	0
chr16	2045966	2049966	TSC2	0	+	0
chr16	2153697	2157697	TRAF7	0	+	0
chr16	2473050	2477050	TBC1D24	0	+	0
chr16	2511951	2515951	ATP6V0C	0	+	0
chr16	3254633	3258633	MEFV	0	-	0
chr16	3441648	3445648	NAA60	0	+	0
chr16	3609727	3613727	DNASE1	0	+	1
chr16	3878713	3882713	CREBBP	0	-	0
chr16	4800880	4804880	ROGDI	0	-	0
chr16	5031701	5035701	ALG1	0	+	1
chr16	8672595	8676595	ABAT	0	+	1
chr16	8786822	8790822	PMM2	0	+	2
chr16	8973328	8977328	USP7	0	-	4
chr16	10181337	10185337	GRIN2A	0	-	2
chr16	13918137	13922137	ERCC4	0	+	1
chr16	15641266	15645266	NDE1	0	+	0
chr16	16221522	16225522	ABCC6	0	-	0
chr16	19553239	19557239	VPS35L	0	+	0
chr16	19884167	19888167	GPRC5B	0	-	0
chr16	20740084	20744084	THUMPD1	0	-	0
chr16	23451189	23455189	COG7	0	-	2
chr16	23555731	23559731	EARS2	0	-	0
chr16	24608208	24612208	TNRC6A	0	+	0
chr16	27548132	27552132	KATNIP	0	+	0
chr16	28493575	28497575	CLN3	0	-	0
chr16	28844599	28848599	SH2B1	0	+	0
chr16	29788726	29792726	KIF22	0	+	1
chr16	29809381	29813381	PRRT2	0	+	0
chr16	30696208	30700208	SRCAP	0	+	0
chr16	30955293	30959293	SETD1A	0	+	0
chr16	31008638	31012638	STX1B	0	-	0
chr16	31072240	31076240	ZNF668	0	-	0
chr16	31104106	31108106	BCKDK	0	+	0
chr16	31112488	31116488	KAT8	0	+	0
chr16	31257966	31261966	ITGAM	0	+	3
chr16	46882361	46886361	GPT2	0	+	0
chr16	49855919	49859919	ZNF423	0	-	0
chr16	53431976	53435976	RBL2	0	+	0
chr16	53699691	53703691	FTO	0	+	0
chr16	53701938	53705938	RPGRIP1L	0	-	0
chr16	56187659	56191659	GNAO1	0	+	0
chr16	56423545	56427545	AMFR	0	-	2
chr16	56580667	56584667	BBS2	0	-	0
chr16	56863206	56867206	SLC12A3	0	+	0
chr16	57445424	57449424	COQ9	0	+	1
chr16	57608651	57612651	ADGRG1	0	+	0
chr16	57733738	57737738	KATNB1	0	+	2
chr16	58732342	58736342	GOT2	0	-	0
chr16	65124112	65128112	CDH11	0	-	2
chr16	66550544	66554544	TK2	0	-	0
chr16	66871256	66875256	NAE1	0	-	1
chr16	67560466	67564466	CTCF	0	+	0
chr16	68308946	68312946	SLC7A6OS	0	-	0
chr16	68308950	68312950	PRMT7	0	+	0
chr16	69309335	69313335	VPS4A	0	+	4
chr16	69337583	69341583	COG8	0	-	0
chr16	70287707	70291707	AARS1	0	-	0
chr16	70452594	70456594	FCSK	0	+	2
chr16	70521560	70525560	COG4	0	-	0
chr16	70684053	70688053	MTSS2	0	-	0
chr16	71575092	71579092	TAT	0	-	2
chr16	71807201	71811201	AP1G1	0	-	0
chr16	74772831	74776831	FA2H	0	-	2
chr16	75554289	75558289	TMEM231	0	-	0
chr16	75646643	75650643	KARS1	0	-	2
chr16	78097399	78101399	WWOX	0	+	0
chr16	79598737	79602737	MAF	0	-	0
chr16	81094395	81098395	GCSH	0	-	0
chr16	83897114	83901114	MLYCD	0	+	1
chr16	85796632	85800632	COX4I1	0	+	0
chr16	88704482	88708482	CTU2	0	+	0
chr16	88854219	88858219	TRAPPC2L	0	+	0
chr16	89086374	89090374	ACSF3	0	+	1
chr16	89169747	89173747	CDH15	0	+	0
chr16	89488561	89492561	ANKRD11	0	-	0
chr16	89678736	89682736	CDK10	0	+	0
chr16	89919391	89923391	TUBB3	0	+	0
chr17	719717	723717	VPS53	0	-	0
chr17	751999	755999	GEMIN4	0	-	0
chr17	1398222	1402222	YWHAE	0	-	0
chr17	1514742	1518742	INPP5K	0	-	0
chr17	1714522	1718522	WDR81	0	+	0
chr17	2028136	2032136	DPH1	0	+	0
chr17	2052153	2056153	HIC1	0	+	0
chr17	2591182	2595182	PAFAH1B1	0	+	0
chr17	3470373	3474373	ASPA	0	+	0
chr17	3555812	3559812	TRPV3	0	-	0
chr17	3634458	3638458	CTNS	0	+	0
chr17	4729427	4733427	MED11	0	+	2
chr17	4930276	4934276	GP1BA	0	+	0
chr17	6433199	6437199	AIPL1	0	-	0
chr17	6638711	6642711	KIAA0753	0	-	0
chr17	6711377	6715377	SLC13A5	0	-	2
chr17	7215124	7219124	ACADVL	0	+	0
chr17	7217836	7221836	DLG4	0	-	0
chr17	7482365	7486365	POLR2A	0	+	0
chr17	7581528	7585528	MPDU1	0	+	0
chr17	7685546	7689546	TP53	0	-	1
chr17	7832216	7836216	KDM6B	0	+	0
chr17	7882795	7886795	CHD3	0	+	0
chr17	8000614	8004614	GUCY2D	0	+	3
chr17	8161546	8165546	VAMP2	0	-	0
chr17	8246058	8250058	CTC1	0	-	0
chr17	10655309	10659309	MYH3	0	-	0
chr17	10696375	10700375	SCO1	0	-	0
chr17	14067489	14071489	COX10	0	+	2
chr17	16215190	16219190	PIGL	0	+	1
chr17	17235188	17239188	FLCN	0	-	0
chr17	17679457	17683457	RAI1	0	+	0
chr17	18037209	18041209	ATPAF2	0	-	0
chr17	19376193	19380193	B9D1	0	-	2
chr17	19646135	19650135	ALDH3A2	0	+	1
chr17	28405197	28409197	SLC46A1	0	-	0
chr17	28569794	28573794	PIGS	0	-	0
chr17	29388362	29392362	TAOK1	0	+	0
chr17	30113520	30117520	NSRP1	0	+	6
chr17	30904238	30908238	TEFM	0	-	1
chr17	31092926	31096926	NF1	0	+	0
chr17	35576863	35580863	PEX12	0	-	0
chr17	36484628	36488628	ZNHIT3	0	+	0
chr17	36532986	36536986	PIGW	0	+	0
chr17	36934784	36938784	LHX1	0	+	0
chr17	37743059	37747059	HNF1B	0	-	0
chr17	39607777	39611777	NEUROD2	0	-	0
chr17	39694797	39698797	PGAP3	0	-	0
chr17	40646654	40650654	SMARCE1	0	-	0
chr17	42386568	42390568	STAT3	0	-	1
chr17	42456843	42460843	ATP6V0A1	0	+	0
chr17	42534240	42538240	NAGLU	0	+	0
chr17	42565071	42569071	MLX	0	+	0
chr17	42607640	42611640	TUBG1	0	+	0
chr17	42680530	42684530	CNTNAP1	0	+	0
chr17	44002621	44006621	NAGS	0	+	0
chr17	44198113	44202113	ATXN7L3	0	-	0
chr17	44219626	44223626	UBTF	0	-	0
chr17	44343245	44347245	GRN	0	+	0
chr17	44897445	44901445	EFTUD2	0	-	1
chr17	44914937	44918937	GFAP	0	-	1
chr17	45892526	45896526	MAPT	0	+	0
chr17	46223389	46227389	KANSL1	0	-	1
chr17	46588668	46592668	NSF	0	+	0
chr17	46921074	46925074	GOSR2	0	+	2
chr17	47939505	47943505	PNPO	0	+	0
chr17	48942842	48946842	SNF8	0	-	0
chr17	49676163	49680163	SPOP	0	-	0
chr17	50558714	50562714	CACNA1G	0	+	0
chr17	54966703	54970703	COX11	0	-	0
chr17	58217605	58221605	MKS1	0	-	2
chr17	58326795	58330795	TSPOAP1	0	-	0
chr17	59617679	59621679	CLTC	0	+	1
chr17	59705626	59709626	PTRH2	0	-	0
chr17	60675452	60679452	BCAS3	0	+	0
chr17	62063278	62067278	MED13	0	-	0
chr17	62456657	62460657	TLK2	0	+	0
chr17	62964234	62968234	TANC2	0	+	1
chr17	63598881	63602881	TACO1	0	+	1
chr17	63739986	63743986	STRADA	0	-	0
chr17	63774351	63778351	CCDC47	0	-	0
chr17	64495054	64499054	POLG2	0	-	3
chr17	67364605	67368605	PSMD12	0	-	0
chr17	67823502	67827502	BPTF	0	+	0
chr17	69325244	69329244	ABCA5	0	-	0
chr17	70051428	70055428	KCNJ16	0	+	1
chr17	70166672	70170672	KCNJ2	0	+	0
chr17	72119019	72123019	SOX9	0	+	0
chr17	74871031	74875031	FDXR	0	-	1
chr17	74971166	74975166	HID1	0	-	1
chr17	75287510	75291510	SLC25A19	0	-	1
chr17	75439158	75443158	TMEM94	0	+	2
chr17	75513943	75517943	TSEN54	0	+	0
chr17	75763236	75767236	GALK1	0	-	2
chr17	75842785	75846785	UNC13D	0	-	0
chr17	75977177	75981177	ACOX1	0	-	1
chr17	76119576	76123576	EXOC7	0	-	0
chr17	76724829	76728829	METTL23	0	+	0
chr17	80218923	80222923	SGSH	0	-	0
chr17	80258851	80262851	RNF213	0	+	0
chr17	81033121	81037121	BAIAP2	0	+	0
chr17	81237304	81241304	NDUFAF8	0	+	0
chr17	81521847	81525847	ACTG1	0	-	1
chr17	81701366	81705366	MRPL12	0	+	0
chr17	81710235	81714235	SLC25A10	0	+	0
chr17	81869378	81873378	ARHGDIA	0	-	0
chr17	81909432	81913432	PCYT2	0	-	0
chr17	82029677	82033677	RAC3	0	+	0
chr17	82646553	82650553	WDR45B	0	-	1
chr17	82750041	82754041	TBCD	0	+	0
chr18	2653725	2657725	SMCHD1	0	+	1
chr18	3409607	3413607	TGIF1	0	+	2
chr18	11147569	11151569	PIEZO2	0	-	0
chr18	12375227	12379227	AFG3L2	0	-	4
chr18	13913707	13917707	MC2R	0	-	0
chr18	22167588	22171588	GATA6	0	+	0
chr18	23584506	23588506	NPC1	0	-	0
chr18	23687452	23691452	LAMA3	0	+	2
chr18	26863771	26867771	AQP4	0	-	1
chr18	28175946	28179946	CDH2	0	-	0
chr18	31555008	31559008	TTR	0	+	2
chr18	32016824	32020824	RNF125	0	+	1
chr18	33576218	33580218	ASXL3	0	+	0
chr18	34974927	34978927	MAPRE2	0	+	1
chr18	44678172	44682172	SETBP1	0	+	0
chr18	45965329	45969329	EPG5	0	-	1
chr18	46102334	46106334	ATP5F1A	0	-	0
chr18	47174364	47178364	IER3IP1	0	-	0
chr18	47929146	47933146	SMAD2	0	-	0
chr18	51026527	51030527	SMAD4	0	+	0
chr18	52338196	52342196	DCC	0	+	1
chr18	55662787	55666787	TCF4	0	-	1
chr18	57620213	57624213	NARS1	0	-	0
chr18	58042225	58046225	NEDD4L	0	+	0
chr18	59695662	59699662	CCBE1	0	-	0
chr18	62185118	62189118	PIGN	0	-	0
chr18	62323286	62327286	TNFRSF11A	0	+	0
chr18	70203726	70207726	RTTN	0	-	0
chr18	74289973	74293973	CYB5A	0	-	0
chr19	587880	591880	HCN2	0	+	0
chr19	631537	635537	POLRMT	0	-	0
chr19	838998	842998	PRTN3	0	+	1
chr19	891218	895218	MED16	0	-	0
chr19	1239745	1243745	ATP5F1D	0	+	0
chr19	1381526	1385526	NDUFS7	0	+	1
chr19	1399570	1403570	GAMT	0	-	0
chr19	1444301	1448301	APC2	0	+	0
chr19	1903398	1907398	ADAT3	0	+	0
chr19	2161932	2165932	DOT1L	0	+	0
chr19	2162468	2166468	AP3D1	0	-	0
chr19	2326611	2330611	LSM7	0	-	0
chr19	2454959	2458959	LMNB2	0	-	2
chr19	3092361	3096361	GNA11	0	+	0
chr19	3498674	3502674	DOHH	0	-	0
chr19	3504310	3508310	FZR1	0	+	4
chr19	3983463	3987463	EEF2	0	-	1
chr19	4064899	4068899	ZBTB7A	0	-	0
chr19	4579776	4583776	SEMA6B	0	-	0
chr19	4722673	4726673	DPP9	0	-	0
chr19	4829712	4833712	TICAM1	0	-	0
chr19	4967112	4971112	KDM4B	0	+	1
chr19	5678516	5682516	MICOS13	0	-	0
chr19	5718572	5722572	LONP1	0	-	0
chr19	5902006	5906006	NDUFA11	0	-	0
chr19	6359426	6363426	CLPP	0	+	0
chr19	6500848	6504848	TUBB4A	0	-	0
chr19	7292414	7296414	INSR	0	-	0
chr19	7532003	7536003	PNPLA6	0	+	0
chr19	7627787	7631787	PET100	0	+	0
chr19	7634771	7638771	STXBP2	0	+	1
chr19	8387980	8391980	RAB11B	0	+	2
chr19	10100678	10104678	ANGPTL6	0	-	0
chr19	10958931	10962931	SMARCA4	0	+	0
chr19	11260524	11264524	DOCK6	0	-	0
chr19	11577993	11581993	ACP5	0	-	2
chr19	12667415	12671415	WDR83OS	0	-	0
chr19	12679880	12683880	DHPS	0	-	0
chr19	12722011	12726011	TNPO2	0	-	0
chr19	12804583	12808583	RNASEH2A	0	+	0
chr19	12831950	12835950	MAST1	0	+	0
chr19	12889127	12893127	GCDH	0	+	0
chr19	12993474	12997474	NFIX	0	+	0
chr19	13114861	13118861	NACC1	0	+	0
chr19	13115567	13119567	TRMT1	0	-	0
chr19	13622489	13626489	CACNA1A	0	-	3
chr19	14204187	14208187	ADGRL1	0	-	0
chr19	15198995	15202995	NOTCH3	0	-	0
chr19	15330545	15334545	BRD4	0	-	0
chr19	16827397	16831397	SIN3B	0	+	0
chr19	17332919	17336919	GTPBP3	0	+	0
chr19	17553648	17557648	COLGALT1	0	+	0
chr19	18095777	18099777	MAST3	0	+	0
chr19	18151162	18155162	PIK3R2	0	+	0
chr19	18605741	18609741	CRLF1	0	-	0
chr19	18894727	18898727	CERS1	0	-	0
chr19	19061993	19065993	SLC25A42	0	+	0
chr19	19190591	19194591	BORCS8	0	-	0
chr19	19513735	19517735	NDUFA13	0	+	0
chr19	33519823	33523823	PEPD	0	-	0
chr19	35028469	35032469	SCN1B	0	+	0
chr19	35140451	35144451	LGI4	0	-	0
chr19	35543599	35547599	TMEM147	0	+	0
chr19	35646322	35650322	COX6B1	0	+	0
chr19	35906295	35910295	TYROBP	0	-	0
chr19	35993187	35997187	SDHAF1	0	+	0
chr19	36052648	36056648	WDR62	0	+	0
chr19	38315273	38319273	YIF1B	0	-	0
chr19	38431690	38435690	RYR1	0	+	1
chr19	39410668	39414668	PLEKHG2	0	+	0
chr19	39478411	39482411	TIMM50	0	+	0
chr19	40283536	40287536	AKT2	0	-	0
chr19	40464240	40468240	SPTBN4	0	+	0
chr19	41351922	41355922	TGFB1	0	-	0
chr19	41362165	41366165	B9D2	0	-	0
chr19	41395362	41399362	EXOSC5	0	-	0
chr19	41395807	41399807	BCKDHA	0	+	0
chr19	41995497	41999497	ATP1A3	0	-	0
chr19	42218291	42222291	ZNF526	0	+	0
chr19	42266536	42270536	CIC	0	+	0
chr19	42323608	42327608	MEGF8	0	+	0
chr19	43525230	43529230	ETHE1	0	-	0
chr19	43752962	43756962	SMG9	0	-	0
chr19	44888568	44892568	TOMM40	0	+	0
chr19	44903790	44907790	APOE	0	+	0
chr19	45368918	45372918	ERCC2	0	-	0
chr19	45476828	45480828	ERCC1	0	-	1
chr19	45495055	45499055	RTN2	0	-	0
chr19	45972044	45976044	NOVA2	0	-	0
chr19	46599073	46603073	CALM3	0	+	1
chr19	46744045	46748045	FKRP	0	+	0
chr19	47482265	47486265	KPTN	0	-	0
chr19	47606195	47610195	BICRA	0	+	2
chr19	47817778	47821778	CRX	0	+	2
chr19	48391667	48395667	GRIN2D	0	+	0
chr19	48963308	48967308	FTL	0	+	0
chr19	48991310	48995310	GYS1	0	-	0
chr19	49117543	49121543	PPFIA3	0	+	0
chr19	49663875	49667875	IRF3	0	-	0
chr19	49688897	49692897	CPT1C	0	+	0
chr19	49816281	49820281	MED25	0	+	0
chr19	49876351	49880351	PNKP	0	-	1
chr19	50186185	50190185	MYH14	0	+	4
chr19	50331515	50335515	KCNC3	0	-	0
chr19	50382203	50386203	POLD1	0	+	0
chr19	50474399	50478399	EMC10	0	+	0
chr19	52168935	52172935	PPP2R1A	0	+	2
chr19	54187882	54191882	MBOAT7	0	-	0
chr19	54187937	54191937	TSEN34	0	+	0
chr2	2329664	2333664	MYT1L	0	-	0
chr2	3377674	3381674	TRAPPC12	0	+	2
chr2	5690383	5694383	SOX11	0	+	0
chr2	6864635	6868635	CMPK2	0	-	1
chr2	9421650	9425650	CPSF3	0	+	0
chr2	10446327	10450327	ODC1	0	-	0
chr2	15559340	15563340	NBAS	0	-	0
chr2	15938549	15942549	MYCN	0	+	0
chr2	24791391	24795391	PTRHD1	0	-	2
chr2	25166903	25170903	POMC	0	-	0
chr2	25340590	25344590	DNMT3A	0	-	0
chr2	25876487	25880487	ASXL2	0	-	1
chr2	26241169	26245169	HADHB	0	+	1
chr2	26242672	26246672	HADHA	0	-	1
chr2	26306546	26310546	SELENOI	0	+	0
chr2	26845746	26849746	DPYSL5	0	+	0
chr2	27076614	27080614	EMILIN1	0	+	0
chr2	27210958	27214958	SLC5A6	0	-	0
chr2	27215368	27219368	CAD	0	+	0
chr2	27323680	27327680	MPV17	0	-	0
chr2	27487805	27491805	IFT172	0	-	0
chr2	28390447	28394447	FOSL2	0	+	0
chr2	29919586	29923586	ALK	0	-	0
chr2	32061555	32065555	SPAST	0	+	0
chr2	37155522	37159522	EIF2AK2	0	-	0
chr2	43994226	43998226	LRPPRC	0	-	0
chr2	44165968	44169968	PPM1B	0	+	0
chr2	44273457	44277457	SLC3A1	0	+	2
chr2	44359862	44363862	PREPL	0	-	0
chr2	44359946	44363946	CAMKMT	0	+	0
chr2	44939701	44943701	SIX3	0	+	0
chr2	46614415	46618415	CRIPT	0	+	0
chr2	46615055	46619055	PIGF	0	-	0
chr2	47174921	47178921	CALM2	0	-	0
chr2	47343157	47347157	EPCAM	0	+	1
chr2	47401066	47405066	MSH2	0	+	0
chr2	47693529	47697529	MSH6	0	+	0
chr2	47904498	47908498	FBXO11	0	-	0
chr2	48438597	48442597	PPP1R21	0	+	2
chr2	54454326	54458326	SPTBN1	0	+	0
chr2	55417895	55421895	CCDC88A	0	-	0
chr2	61015224	61019224	PEX13	0	+	1
chr2	63586608	63590608	MDH1	0	+	1
chr2	63825843	63829843	WDPCP	0	-	3
chr2	63838951	63842951	UGP2	0	+	0
chr2	64986476	64990476	SLC1A4	0	+	0
chr2	69011175	69015175	ANTXR1	0	+	1
chr2	69435628	69439628	NFU1	0	-	0
chr2	72885381	72889381	SPR	0	+	2
chr2	73383757	73387757	ALMS1	0	+	0
chr2	73735400	73739400	TPRKB	0	-	2
chr2	73826915	73830915	STAMBP	0	+	0
chr2	73924825	73928825	DGUOK	0	+	0
chr2	73982909	73986909	TET3	0	+	1
chr2	74145912	74149912	BOLA3	0	-	1
chr2	74463410	74467410	MOGS	0	-	0
chr2	74527595	74531595	HTRA2	0	+	0
chr2	79183230	79187230	CTNNA2	0	+	1
chr2	84458045	84462045	SUCLG1	0	-	0
chr2	85903199	85907199	ST3GAL5	0	-	1
chr2	86104155	86108155	POLR1A	0	-	0
chr2	88689518	88693518	EIF2AK3	0	-	0
chr2	88689672	88693672	RPIA	0	+	0
chr2	95023676	95027676	MAL	0	+	0
chr2	96114571	96118571	ADRA2B	0	-	0
chr2	96206827	96210827	STARD7	0	-	0
chr2	96738064	96742064	LMAN2L	0	-	1
chr2	98442853	98446853	INPP4A	0	+	0
chr2	100190428	100194428	AFF3	0	-	1
chr2	104851286	104855286	POU3F3	0	+	0
chr2	107984522	107988522	SLC5A7	0	+	0
chr2	108717481	108721481	RANBP2	0	+	0
chr2	110203066	110207066	NPHP1	0	-	3
chr2	110676063	110680063	BUB1	0	-	1
chr2	112762664	112766664	CKAP2L	0	-	1
chr2	118845648	118849648	EN1	0	-	0
chr2	120733622	120737622	GLI2	0	+	0
chr2	127292166	127296166	ERCC3	0	-	0
chr2	127416426	127420426	PROC	0	+	0
chr2	128089199	128093199	UGGT1	0	+	0
chr2	128316868	128320868	HS6ST1	0	-	0
chr2	130180750	130184750	SMPD4	0	-	0
chr2	134717000	134721000	TMEM163	0	-	0
chr2	135050288	135054288	RAB3GAP1	0	+	1
chr2	135984100	135988100	DARS1	0	-	0
chr2	136117177	136121177	CXCR4	0	-	1
chr2	144519057	144523057	ZEB2	0	-	0
chr2	148019010	148023010	MBD5	0	+	0
chr2	148873226	148877226	KIF5C	0	+	1
chr2	149585778	149589778	MMADHC	0	-	1
chr2	152097167	152101167	CACNB4	0	-	1
chr2	152715646	152719646	ARL6IP6	0	+	0
chr2	156340348	156344348	NR4A2	0	-	0
chr2	157874330	157878330	ACVR1	0	-	0
chr2	160269888	160273888	ITGB6	0	-	0
chr2	161414296	161418296	TBR1	0	+	0
chr2	161422331	161426331	SLC4A10	0	+	0
chr2	162316684	162320684	IFIH1	0	-	0
chr2	165192992	165196992	SCN2A	0	+	1
chr2	165202050	165206050	SCN3A	0	-	0
chr2	166180806	166184806	SCN1A	0	-	2
chr2	166374001	166378001	SCN9A	0	-	1
chr2	169360534	169364534	LRP2	0	-	0
chr2	169477479	169481479	BBS5	0	+	0
chr2	170811212	170815212	GAD1	0	+	0
chr2	171685408	171689408	DYNC1I2	0	+	0
chr2	171997859	172001859	SLC25A12	0	-	0
chr2	175003381	175007381	CHN1	0	-	0
chr2	176000839	176004839	LNPK	0	-	0
chr2	179048137	179052137	CCDC141	0	-	0
chr2	186588009	186592009	ITGAV	0	+	0
chr2	188972372	188976372	COL3A1	0	+	0
chr2	189782084	189786084	PMS1	0	+	1
chr2	190342193	190346193	HIBCH	0	-	1
chr2	190878820	190882820	GLS	0	+	0
chr2	191176435	191180435	STAT4	0	-	0
chr2	196591684	196595684	HECW2	0	-	1
chr2	196797725	196801725	GTF3C3	0	-	0
chr2	196925796	196929796	PGAP1	0	-	0
chr2	197514737	197518737	HSPD1	0	-	0
chr2	199469266	199473266	SATB2	0	-	0
chr2	199909292	199913292	C2orf69	0	+	0
chr2	201180871	201184871	CASP10	0	+	0
chr2	201641570	201645570	TMEM237	0	-	0
chr2	203851887	203855887	CTLA4	0	+	0
chr2	206157509	206161509	NDUFS1	0	-	0
chr2	206763356	206767356	FASTKD2	0	+	0
chr2	209769568	209773568	UNC80	0	+	1
chr2	210475681	210479681	CPS1	0	+	2
chr2	215309955	215313955	ATIC	0	+	0
chr2	216410382	216414382	SMARCAL1	0	+	1
chr2	218656763	218660763	BCS1L	0	+	0
chr2	218657655	218661655	ZNF142	0	-	0
chr2	218779748	218783748	CYP27A1	0	+	1
chr2	219496864	219500864	GMPPA	0	+	0
chr2	222654092	222658092	FARSB	0	-	1
chr2	224583397	224587397	CUL3	0	-	0
chr2	227323150	227327150	MFF	0	+	0
chr2	227716028	227720028	SLC19A3	0	-	1
chr2	229921239	229925239	TRIP12	0	-	0
chr2	230223729	230227729	SP110	0	-	1
chr2	231196545	231200545	ARMC9	0	+	0
chr2	231784272	231788272	PDE6D	0	-	0
chr2	231959244	231963244	DIS3L2	0	+	2
chr2	232774565	232778565	KCNJ13	0	-	0
chr2	233758269	233762269	UGT1A1	0	+	0
chr2	239399654	239403654	HDAC4	0	-	1
chr2	240822293	240826293	KIF1A	0	-	4
chr2	241684944	241688944	DTYMK	0	-	1
chr2	241732601	241736601	D2HGDH	0	+	0
chr2	241856894	241860894	PDCD1	0	-	0
chr20	405497	409497	RBCK1	0	+	3
chr20	460566	464566	TBC1D20	0	-	1
chr20	541835	545835	CSNK2A1	0	-	0
chr20	2838702	2842702	VPS16	0	+	0
chr20	3206867	3210867	ITPA	0	+	0
chr20	3886838	3890838	PANK2	0	+	1
chr20	4684349	4688349	PRNP	0	+	1
chr20	5314954	5318954	PROKR2	0	-	0
chr20	6004092	6008092	CRLS1	0	+	0
chr20	6765685	6769685	BMP2	0	+	0
chr20	8075250	8079250	PLCB1	0	+	0
chr20	10170394	10174394	SNAP25	0	+	0
chr20	10432222	10436222	MKKS	0	-	0
chr20	13636932	13640932	TASP1	0	-	1
chr20	13783006	13787006	NDUFAF5	0	+	0
chr20	14335614	14339614	FLRT3	0	-	0
chr20	18505519	18509519	SEC23B	0	+	1
chr20	20054046	20058046	CRNKL1	0	-	3
chr20	22583455	22587455	FOXA2	0	-	0
chr20	23419519	23423519	NAPB	0	-	0
chr20	23636473	23640473	CST3	0	-	2
chr20	32356329	32360329	ASXL1	0	+	0
chr20	32760384	32764384	DNMT3B	0	+	0
chr20	33441763	33445763	SNTA1	0	-	0
chr20	34696790	34700790	PIGU	0	-	0
chr20	34954027	34958027	GSS	0	-	0
chr20	35697355	35701355	NFS1	0	-	0
